,Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
2438,Razer,Intel i3,4,SSD,1024.0,Nvidia GTX 1650,13.3,2560x1440,5.5,2.85,macOS,1238.39,Mid-End
2439,Microsoft,AMD Ryzen 9,64,SSD,2048.0,AMD Radeon RX 6800,13.3,1366x768,11.2,2.16,Windows,3207.38,Luxury
2440,Samsung,Intel i3,4,SSD,1024.0,Nvidia RTX 2060,15.6,2560x1440,4.9,3.17,Windows,951.28,Mid-End
2441,Acer,AMD Ryzen 3,8,SSD,512.0,Nvidia RTX 3080,13.3,2560x1440,11.5,2.35,Linux,1114.49,Mid-End
2442,Microsoft,Intel i3,8,SSD,256.0,Nvidia GTX 1650,15.6,3840x2160,9.4,3.47,Windows,1559.53,High-End
2443,Asus,Intel i5,4,HDD,1024.0,Nvidia RTX 2060,14.0,3840x2160,8.7,1.63,Linux,1365.29,Mid-End
2444,Lenovo,Intel i7,64,SSD,256.0,Integrated,16.0,1366x768,11.6,2.37,macOS,1759.64,High-End
2445,Asus,AMD Ryzen 5,4,SSD,256.0,AMD Radeon RX 6600,14.0,3840x2160,11.2,1.49,macOS,1481.68,Mid-End
2446,Dell,AMD Ryzen 7,64,SSD,512.0,AMD Radeon RX 6600,14.0,2560x1440,9.7,1.39,macOS,3742.07,Luxury
2447,Samsung,Intel i5,32,SSD,1024.0,Nvidia GTX 1650,15.6,2560x1440,7.7,2.16,FreeDOS,2310.2,High-End
2448,Acer,Intel i5,4,SSD,2048.0,AMD Radeon RX 6600,16.0,3840x2160,11.8,3.09,macOS,1577.56,High-End
2449,Apple,AMD Ryzen 7,64,SSD,2048.0,Nvidia RTX 3080,14.0,1920x1080,8.0,2.59,Windows,4354.64,Luxury
2450,Samsung,Intel i5,16,SSD,2048.0,Integrated,14.0,2560x1440,7.9,2.42,Windows,1080.62,Mid-End
2451,Dell,AMD Ryzen 5,4,SSD,2048.0,Nvidia GTX 1650,16.0,1366x768,4.5,3.41,Linux,717.59,Low-End
2452,Razer,AMD Ryzen 9,64,SSD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,6.9,2.97,Linux,6842.84,Luxury
2453,Asus,Intel i9,64,SSD,256.0,Integrated,17.3,1366x768,7.7,1.65,FreeDOS,2326.69,High-End
2454,Microsoft,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 3080,17.3,2560x1440,7.8,2.65,macOS,1797.92,High-End
2455,MSI,Intel i3,8,SSD,2048.0,Nvidia GTX 1650,14.0,1366x768,9.4,3.39,Windows,958.31,Mid-End
2456,Apple,AMD Ryzen 9,32,SSD,512.0,Nvidia RTX 3060,15.6,1366x768,4.6,1.39,FreeDOS,3722.93,Luxury
2457,HP,AMD Ryzen 9,4,SSD,1024.0,Nvidia GTX 1650,15.6,1920x1080,9.5,1.9,Linux,1716.43,High-End
2458,Razer,Intel i7,4,SSD,2048.0,Nvidia GTX 1650,16.0,1366x768,5.2,3.29,FreeDOS,1373.56,Mid-End
2459,Razer,Intel i3,16,SSD,1024.0,AMD Radeon RX 6600,13.3,1366x768,10.8,3.42,macOS,1229.2,Mid-End
2460,Samsung,Intel i3,4,SSD,2048.0,Nvidia RTX 2060,14.0,2560x1440,10.6,1.58,FreeDOS,906.72,Mid-End
2461,Apple,AMD Ryzen 5,32,SSD,256.0,Nvidia RTX 3060,17.3,3840x2160,10.7,1.6,Linux,4220.07,Luxury
2462,Razer,AMD Ryzen 5,8,SSD,512.0,Nvidia RTX 3060,15.6,1366x768,10.8,3.2,macOS,1169.97,Mid-End
2463,Asus,AMD Ryzen 9,8,SSD,2048.0,Nvidia GTX 1650,16.0,2560x1440,10.4,1.55,FreeDOS,2417.15,High-End
2464,Razer,Intel i9,32,SSD,1024.0,Nvidia RTX 2060,16.0,1920x1080,5.4,3.08,FreeDOS,3946.65,Luxury
2465,MSI,AMD Ryzen 5,32,SSD,256.0,Nvidia GTX 1650,13.3,3840x2160,7.3,3.05,Windows,3291.69,Luxury
2466,Microsoft,Intel i7,16,SSD,1024.0,Nvidia RTX 2060,15.6,1366x768,8.1,1.52,Windows,1511.17,High-End
2467,HP,Intel i7,4,SSD,256.0,Nvidia RTX 2060,13.3,1366x768,8.3,1.24,macOS,987.58,Mid-End
2468,Samsung,Intel i7,32,SSD,2048.0,Nvidia RTX 3060,14.0,3840x2160,11.1,1.4,macOS,3417.44,Luxury
2469,Apple,AMD Ryzen 9,4,SSD,2048.0,Nvidia RTX 2060,16.0,1920x1080,5.3,3.21,Windows,2517.67,High-End
2470,Lenovo,Intel i3,16,SSD,512.0,AMD Radeon RX 6800,13.3,3840x2160,10.9,2.49,Linux,1760.31,High-End
2471,Samsung,Intel i9,4,SSD,1024.0,Nvidia GTX 1650,17.3,1920x1080,10.9,2.47,FreeDOS,1519.16,High-End
2472,Microsoft,AMD Ryzen 3,8,HDD,1024.0,AMD Radeon RX 6600,13.3,3840x2160,10.0,1.39,Linux,1055.14,Mid-End
2473,Razer,Intel i7,16,SSD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,9.0,2.25,Linux,2571.54,High-End
2474,Samsung,Intel i3,64,SSD,256.0,Nvidia RTX 3060,16.0,1920x1080,11.7,2.62,Linux,2232.83,High-End
2475,Asus,Intel i9,8,SSD,2048.0,AMD Radeon RX 6800,17.3,3840x2160,11.8,1.89,Windows,2966.87,High-End
2476,Samsung,Intel i5,64,SSD,256.0,AMD Radeon RX 6800,14.0,2560x1440,6.6,2.77,FreeDOS,2921.42,High-End
2477,Asus,AMD Ryzen 5,64,SSD,2048.0,AMD Radeon RX 6800,13.3,2560x1440,4.5,3.4,macOS,3084.9,Luxury
2478,Dell,Intel i5,16,SSD,512.0,Nvidia RTX 2060,17.3,3840x2160,5.4,2.69,Windows,2165.01,High-End
2479,Acer,AMD Ryzen 5,8,SSD,2048.0,AMD Radeon RX 6800,15.6,3840x2160,10.3,2.05,FreeDOS,1714.97,High-End
2480,Apple,AMD Ryzen 5,8,SSD,256.0,Nvidia RTX 3060,14.0,3840x2160,7.9,2.18,FreeDOS,2588.74,High-End
2481,Lenovo,AMD Ryzen 9,8,SSD,512.0,Nvidia RTX 2060,15.6,1920x1080,8.1,2.84,Linux,1778.68,High-End
2482,Samsung,AMD Ryzen 7,8,SSD,512.0,Nvidia RTX 3080,14.0,1920x1080,5.4,3.16,Windows,1369.25,Mid-End
2483,Razer,AMD Ryzen 3,8,SSD,512.0,Integrated,15.6,2560x1440,4.1,1.51,Windows,1215.25,Mid-End
2484,HP,Intel i9,8,HDD,1024.0,Nvidia GTX 1650,15.6,2560x1440,10.4,3.34,macOS,1999.03,High-End
2485,Asus,Intel i3,64,SSD,256.0,Nvidia RTX 2060,13.3,1366x768,5.7,2.77,FreeDOS,1566.8,High-End
2486,Microsoft,Intel i9,32,SSD,256.0,Nvidia RTX 2060,15.6,1366x768,9.4,3.27,macOS,2568.27,High-End
2487,Asus,AMD Ryzen 3,16,SSD,512.0,Nvidia RTX 2060,14.0,1920x1080,4.3,2.06,Linux,1083.82,Mid-End
2488,HP,AMD Ryzen 7,32,SSD,2048.0,Nvidia GTX 1650,16.0,1920x1080,10.4,1.25,macOS,2117.78,High-End
2489,Razer,Intel i7,4,SSD,1024.0,Nvidia RTX 3060,13.3,3840x2160,10.6,3.14,FreeDOS,2694.61,High-End
2490,Microsoft,AMD Ryzen 5,64,SSD,256.0,Nvidia RTX 2060,16.0,1366x768,6.9,1.86,macOS,2172.33,High-End
2491,Acer,AMD Ryzen 3,32,SSD,512.0,Nvidia GTX 1650,13.3,2560x1440,9.3,3.14,macOS,1673.55,High-End
2492,Razer,Intel i9,4,SSD,256.0,Nvidia RTX 3060,14.0,3840x2160,8.5,3.32,FreeDOS,3490.84,Luxury
2493,Apple,Intel i5,16,HDD,1024.0,Nvidia RTX 3060,14.0,1920x1080,9.8,2.02,FreeDOS,1569.68,High-End
2494,MSI,Intel i7,16,SSD,1024.0,Nvidia RTX 3060,15.6,3840x2160,6.0,1.36,Linux,3558.43,Luxury
2495,Razer,Intel i7,16,SSD,2048.0,Nvidia GTX 1650,14.0,2560x1440,4.4,3.14,FreeDOS,2741.04,High-End
2496,Asus,Intel i5,16,SSD,512.0,Integrated,17.3,3840x2160,5.9,3.4,FreeDOS,1562.79,High-End
2497,Razer,Intel i9,4,HDD,1024.0,Integrated,15.6,2560x1440,11.6,1.26,Linux,1578.65,High-End
2498,Dell,Intel i9,64,HDD,1024.0,Nvidia GTX 1650,16.0,3840x2160,4.4,2.7,macOS,6088.95,Luxury
2499,Asus,Intel i3,32,SSD,256.0,Nvidia RTX 2060,17.3,3840x2160,7.7,3.28,macOS,2287.87,High-End
2500,Lenovo,AMD Ryzen 5,4,SSD,256.0,Nvidia RTX 3080,16.0,3840x2160,10.1,2.99,Windows,1766.28,High-End
2501,MSI,Intel i7,16,SSD,512.0,AMD Radeon RX 6600,13.3,1920x1080,5.7,2.61,macOS,1943.21,High-End
2502,Lenovo,Intel i9,16,SSD,256.0,Nvidia RTX 2060,15.6,1920x1080,10.2,1.43,Windows,2331.61,High-End
2503,Asus,Intel i5,32,SSD,512.0,Nvidia RTX 2060,14.0,1920x1080,7.5,2.44,Linux,1555.41,High-End
2504,Dell,AMD Ryzen 3,8,HDD,1024.0,Nvidia RTX 3080,14.0,3840x2160,5.8,1.52,Windows,1228.3,Mid-End
2505,Samsung,AMD Ryzen 3,16,SSD,256.0,AMD Radeon RX 6800,16.0,1366x768,8.4,3.15,Windows,806.13,Mid-End
2506,Lenovo,Intel i9,4,SSD,512.0,AMD Radeon RX 6800,17.3,3840x2160,5.6,2.05,Linux,2601.17,High-End
2507,MSI,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 2060,15.6,1366x768,7.6,1.65,Linux,4648.73,Luxury
2508,Apple,Intel i9,64,SSD,512.0,Nvidia RTX 3060,14.0,2560x1440,11.4,2.48,macOS,7442.75,Luxury
2509,Apple,Intel i5,64,SSD,512.0,Nvidia RTX 3080,13.3,1366x768,8.1,2.29,Linux,3094.44,Luxury
2510,Microsoft,Intel i5,16,HDD,1024.0,Nvidia RTX 2060,14.0,2560x1440,4.9,2.42,FreeDOS,1407.13,Mid-End
2511,HP,Intel i9,64,SSD,1024.0,Nvidia RTX 3060,16.0,3840x2160,5.8,1.72,Windows,7295.08,Luxury
2512,Microsoft,AMD Ryzen 9,16,HDD,1024.0,Nvidia RTX 3080,16.0,3840x2160,4.8,3.16,Linux,3138.95,Luxury
2513,Lenovo,Intel i7,32,SSD,512.0,Nvidia RTX 3060,15.6,1920x1080,8.6,1.52,macOS,2291.01,High-End
2514,Apple,AMD Ryzen 3,64,HDD,1024.0,Integrated,14.0,1920x1080,6.0,1.9,Windows,1779.94,High-End
2515,Apple,Intel i9,4,SSD,512.0,AMD Radeon RX 6600,15.6,1920x1080,9.4,1.22,FreeDOS,2321.56,High-End
2516,Samsung,AMD Ryzen 9,4,SSD,2048.0,AMD Radeon RX 6800,15.6,2560x1440,9.5,2.67,Windows,2176.79,High-End
2517,Dell,AMD Ryzen 5,4,SSD,512.0,AMD Radeon RX 6600,14.0,1920x1080,6.1,1.68,FreeDOS,1018.58,Mid-End
2518,Asus,Intel i9,16,HDD,1024.0,Nvidia RTX 3060,16.0,1920x1080,11.5,1.38,Windows,1777.9,High-End
2519,Razer,Intel i7,4,SSD,256.0,AMD Radeon RX 6600,14.0,1366x768,5.8,2.88,FreeDOS,1287.06,Mid-End
2520,HP,Intel i7,8,SSD,2048.0,Nvidia RTX 2060,16.0,2560x1440,11.0,2.23,macOS,1836.79,High-End
2521,MSI,AMD Ryzen 7,32,SSD,256.0,Nvidia RTX 3080,17.3,1366x768,10.0,3.33,Windows,2451.68,High-End
2522,Asus,AMD Ryzen 3,32,SSD,256.0,Nvidia GTX 1650,14.0,1366x768,6.3,2.59,FreeDOS,1184.72,Mid-End
2523,Apple,AMD Ryzen 3,8,SSD,512.0,Nvidia GTX 1650,16.0,1920x1080,9.5,3.37,Windows,1251.12,Mid-End
2524,Razer,AMD Ryzen 5,16,SSD,512.0,Nvidia RTX 2060,14.0,2560x1440,5.3,2.62,Linux,2141.79,High-End
2525,Asus,AMD Ryzen 3,4,SSD,1024.0,AMD Radeon RX 6800,15.6,1366x768,7.7,2.16,FreeDOS,793.48,Low-End
2526,Asus,Intel i3,64,SSD,2048.0,Nvidia RTX 2060,16.0,3840x2160,7.4,1.51,Windows,3622.65,Luxury
2527,Dell,AMD Ryzen 3,64,SSD,512.0,Nvidia RTX 2060,13.3,1920x1080,6.8,1.78,Linux,1905.03,High-End
2528,Dell,AMD Ryzen 3,32,SSD,512.0,Nvidia RTX 3060,15.6,2560x1440,9.7,2.78,macOS,1917.81,High-End
2529,Samsung,Intel i9,64,SSD,256.0,Nvidia RTX 3060,15.6,1920x1080,10.9,2.63,Linux,4246.76,Luxury
2530,Razer,AMD Ryzen 7,32,SSD,256.0,Nvidia GTX 1650,16.0,1366x768,8.5,2.19,Windows,2662.4,High-End
2531,Asus,Intel i3,4,SSD,256.0,AMD Radeon RX 6600,15.6,2560x1440,7.8,3.42,FreeDOS,1015.53,Mid-End
2532,Microsoft,AMD Ryzen 5,8,SSD,512.0,AMD Radeon RX 6600,13.3,2560x1440,7.5,1.37,macOS,1361.31,Mid-End
2533,Microsoft,AMD Ryzen 9,32,SSD,2048.0,AMD Radeon RX 6800,17.3,2560x1440,10.3,2.07,Windows,3681.85,Luxury
2534,Samsung,AMD Ryzen 3,8,SSD,512.0,Nvidia GTX 1650,16.0,1920x1080,5.7,2.93,macOS,929.34,Mid-End
2535,HP,AMD Ryzen 3,4,SSD,512.0,Nvidia RTX 3060,14.0,1366x768,7.2,1.45,Linux,704.65,Low-End
2536,Microsoft,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 3080,13.3,1366x768,4.1,2.72,Windows,794.17,Low-End
2537,Lenovo,Intel i7,16,SSD,2048.0,AMD Radeon RX 6800,15.6,1366x768,7.7,3.49,Linux,1407.23,Mid-End
2538,Apple,Intel i7,64,HDD,1024.0,Nvidia RTX 3080,14.0,1366x768,8.4,3.13,Linux,3065.64,Luxury
2539,Acer,AMD Ryzen 5,8,SSD,1024.0,Nvidia GTX 1650,15.6,2560x1440,5.9,2.54,FreeDOS,1326.34,Mid-End
2540,Asus,Intel i5,8,SSD,1024.0,Nvidia GTX 1650,14.0,3840x2160,4.3,3.07,FreeDOS,1681.81,High-End
2541,Lenovo,AMD Ryzen 9,64,SSD,2048.0,Nvidia RTX 3060,14.0,1366x768,8.6,3.48,macOS,3217.09,Luxury
2542,Dell,Intel i9,4,HDD,1024.0,Integrated,14.0,3840x2160,7.7,3.06,Windows,1349.91,Mid-End
2543,Razer,Intel i5,16,SSD,1024.0,Nvidia RTX 2060,15.6,3840x2160,8.8,3.22,Linux,3107.77,Luxury
2544,Dell,AMD Ryzen 7,8,SSD,2048.0,Nvidia RTX 3080,17.3,3840x2160,10.2,1.98,FreeDOS,2229.17,High-End
2545,Dell,AMD Ryzen 7,32,SSD,256.0,Nvidia RTX 3060,15.6,3840x2160,9.5,3.34,macOS,3644.4,Luxury
2546,MSI,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 3080,17.3,1920x1080,8.9,3.05,Linux,1388.76,Mid-End
2547,HP,AMD Ryzen 5,32,SSD,2048.0,Nvidia RTX 2060,17.3,2560x1440,7.5,1.3,Linux,2102.78,High-End
2548,Samsung,Intel i5,64,SSD,2048.0,Nvidia RTX 3080,15.6,3840x2160,10.2,1.6,FreeDOS,4366.83,Luxury
2549,Apple,Intel i5,64,SSD,1024.0,Integrated,13.3,2560x1440,5.4,2.74,macOS,2949.6,High-End
2550,Samsung,AMD Ryzen 7,16,SSD,1024.0,AMD Radeon RX 6600,17.3,3840x2160,10.4,3.4,FreeDOS,2814.42,High-End
2551,Razer,Intel i7,8,HDD,1024.0,Nvidia RTX 3060,15.6,1366x768,7.6,2.17,FreeDOS,1255.77,Mid-End
2552,Samsung,Intel i3,8,SSD,1024.0,Nvidia RTX 3060,15.6,1366x768,4.1,2.45,macOS,769.85,Low-End
2553,Microsoft,Intel i7,4,SSD,1024.0,Integrated,14.0,3840x2160,9.4,2.26,FreeDOS,1198.2,Mid-End
2554,Razer,AMD Ryzen 3,4,SSD,1024.0,AMD Radeon RX 6600,13.3,3840x2160,11.3,1.79,macOS,1734.74,High-End
2555,Acer,AMD Ryzen 3,32,SSD,256.0,Integrated,13.3,1920x1080,9.0,2.56,Linux,771.81,Low-End
2556,Dell,AMD Ryzen 3,16,SSD,256.0,Nvidia GTX 1650,17.3,3840x2160,11.7,2.26,FreeDOS,1884.65,High-End
2557,Microsoft,Intel i5,32,SSD,2048.0,AMD Radeon RX 6800,13.3,3840x2160,5.7,3.06,macOS,2606.17,High-End
2558,Asus,AMD Ryzen 9,8,HDD,1024.0,Integrated,17.3,2560x1440,10.2,2.45,macOS,1187.43,Mid-End
2559,MSI,Intel i3,32,SSD,2048.0,Nvidia GTX 1650,14.0,1366x768,9.3,3.13,Linux,1544.24,High-End
2560,Dell,AMD Ryzen 3,4,SSD,1024.0,Nvidia RTX 2060,16.0,1366x768,5.0,3.04,Windows,610.1,Low-End
2561,Asus,AMD Ryzen 3,4,SSD,2048.0,Nvidia GTX 1650,13.3,2560x1440,4.4,1.69,Linux,877.93,Mid-End
2562,Apple,AMD Ryzen 7,16,SSD,1024.0,Nvidia RTX 3080,14.0,3840x2160,6.4,2.09,FreeDOS,3726.04,Luxury
2563,Samsung,Intel i7,4,SSD,2048.0,AMD Radeon RX 6800,13.3,2560x1440,9.4,1.85,FreeDOS,1287.64,Mid-End
2564,Apple,AMD Ryzen 5,4,SSD,2048.0,Nvidia RTX 2060,17.3,1366x768,7.4,2.18,Linux,1166.4,Mid-End
2565,Apple,AMD Ryzen 7,8,SSD,256.0,Nvidia GTX 1650,16.0,1366x768,12.0,2.83,Windows,1782.91,High-End
2566,Samsung,AMD Ryzen 3,64,SSD,1024.0,Nvidia RTX 3080,17.3,2560x1440,11.8,2.95,FreeDOS,2609.65,High-End
2567,Samsung,Intel i3,32,SSD,512.0,Nvidia RTX 3080,13.3,2560x1440,5.2,3.19,macOS,1795.68,High-End
2568,Razer,AMD Ryzen 7,4,SSD,1024.0,AMD Radeon RX 6600,14.0,3840x2160,11.0,1.74,FreeDOS,2584.76,High-End
2569,Apple,Intel i3,8,SSD,1024.0,Nvidia RTX 3060,14.0,1366x768,7.0,1.3,Linux,1061.44,Mid-End
2570,MSI,Intel i5,64,SSD,256.0,Nvidia RTX 3080,15.6,1920x1080,4.3,3.5,FreeDOS,3416.85,Luxury
2571,HP,Intel i5,32,SSD,512.0,AMD Radeon RX 6800,17.3,2560x1440,11.5,2.19,macOS,2309.9,High-End
2572,Razer,Intel i3,8,SSD,256.0,Integrated,17.3,1920x1080,8.9,2.81,FreeDOS,965.95,Mid-End
2573,Razer,Intel i9,64,SSD,256.0,Nvidia RTX 3060,13.3,3840x2160,9.0,2.57,Linux,8998.77,Luxury
2574,Samsung,AMD Ryzen 5,8,SSD,256.0,Integrated,15.6,3840x2160,5.7,2.91,Linux,1365.33,Mid-End
2575,Apple,AMD Ryzen 7,64,SSD,512.0,Integrated,15.6,1920x1080,6.1,3.18,macOS,3312.02,Luxury
2576,Dell,AMD Ryzen 3,64,SSD,512.0,Nvidia GTX 1650,15.6,3840x2160,9.2,1.9,macOS,3650.32,Luxury
2577,Dell,AMD Ryzen 3,4,SSD,2048.0,AMD Radeon RX 6600,14.0,1920x1080,8.7,2.86,Linux,667.44,Low-End
2578,MSI,AMD Ryzen 3,32,HDD,1024.0,Nvidia RTX 3060,13.3,3840x2160,6.2,1.5,FreeDOS,2243.0,High-End
2579,HP,Intel i7,4,HDD,1024.0,Integrated,13.3,1920x1080,6.5,3.07,FreeDOS,697.95,Low-End
2580,Acer,AMD Ryzen 3,16,SSD,512.0,Integrated,15.6,2560x1440,7.1,2.36,FreeDOS,892.87,Mid-End
2581,Apple,AMD Ryzen 3,64,SSD,1024.0,Integrated,13.3,1366x768,6.6,2.16,Linux,1663.83,High-End
2582,Asus,AMD Ryzen 9,16,SSD,512.0,Integrated,16.0,2560x1440,5.7,2.38,macOS,1932.27,High-End
2583,Acer,AMD Ryzen 7,8,SSD,256.0,Nvidia GTX 1650,13.3,1920x1080,4.8,3.48,FreeDOS,1132.0,Mid-End
2584,HP,Intel i7,64,SSD,2048.0,Nvidia RTX 3080,16.0,3840x2160,9.7,1.33,FreeDOS,5297.65,Luxury
2585,Asus,Intel i3,32,SSD,256.0,Nvidia RTX 3080,15.6,1366x768,9.3,3.42,Windows,1309.43,Mid-End
2586,HP,AMD Ryzen 5,32,SSD,2048.0,Nvidia RTX 2060,16.0,2560x1440,10.0,1.36,Linux,2289.5,High-End
2587,Acer,AMD Ryzen 7,32,HDD,1024.0,Nvidia RTX 2060,17.3,2560x1440,8.9,2.63,Linux,2378.94,High-End
2588,Apple,Intel i3,4,HDD,1024.0,Nvidia RTX 3080,17.3,1920x1080,7.4,3.44,macOS,932.61,Mid-End
2589,Acer,AMD Ryzen 7,4,SSD,1024.0,Nvidia RTX 3060,13.3,1920x1080,7.8,2.62,Linux,1139.02,Mid-End
2590,Asus,Intel i9,8,SSD,256.0,Nvidia RTX 3060,17.3,2560x1440,6.1,3.19,FreeDOS,2155.33,High-End
2591,Apple,Intel i7,32,SSD,256.0,Nvidia RTX 3080,16.0,3840x2160,6.9,2.48,Linux,5289.62,Luxury
2592,MSI,Intel i9,64,SSD,1024.0,Nvidia RTX 3080,16.0,1920x1080,6.5,2.25,macOS,5474.88,Luxury
2593,Microsoft,AMD Ryzen 7,4,SSD,1024.0,Nvidia GTX 1650,14.0,2560x1440,5.6,2.91,macOS,1274.41,Mid-End
2594,HP,AMD Ryzen 5,8,SSD,256.0,AMD Radeon RX 6800,15.6,1366x768,10.4,2.3,macOS,945.67,Mid-End
2595,Samsung,AMD Ryzen 9,16,SSD,1024.0,Integrated,16.0,1366x768,8.5,3.25,macOS,1216.56,Mid-End
2596,Dell,Intel i5,64,HDD,1024.0,Nvidia RTX 3060,16.0,2560x1440,11.1,2.55,macOS,2645.43,High-End
2597,Razer,AMD Ryzen 3,4,SSD,2048.0,Integrated,15.6,2560x1440,6.4,1.91,macOS,851.67,Mid-End
2598,Microsoft,Intel i7,8,SSD,1024.0,Nvidia RTX 3060,16.0,2560x1440,11.6,1.62,Windows,1586.36,High-End
2599,MSI,Intel i7,16,SSD,1024.0,Nvidia RTX 3060,14.0,2560x1440,6.0,3.13,Windows,2474.58,High-End
2600,Dell,Intel i5,4,SSD,1024.0,Nvidia RTX 2060,14.0,2560x1440,9.8,2.37,FreeDOS,1281.64,Mid-End
2601,Dell,Intel i3,64,HDD,1024.0,Nvidia RTX 3080,15.6,1920x1080,4.7,2.6,macOS,1891.61,High-End
2602,Lenovo,AMD Ryzen 7,16,SSD,256.0,Nvidia RTX 3060,17.3,1366x768,5.5,2.24,Windows,1285.31,Mid-End
2603,Apple,Intel i9,32,HDD,1024.0,Nvidia RTX 2060,13.3,3840x2160,8.4,3.31,macOS,5579.98,Luxury
2604,Asus,AMD Ryzen 3,8,SSD,256.0,Nvidia GTX 1650,13.3,2560x1440,4.0,2.44,Linux,934.13,Mid-End
2605,Samsung,Intel i7,8,SSD,2048.0,Nvidia RTX 2060,14.0,1920x1080,4.2,3.09,Windows,1230.63,Mid-End
2606,Razer,AMD Ryzen 3,64,SSD,1024.0,AMD Radeon RX 6600,14.0,3840x2160,6.2,2.61,macOS,4444.37,Luxury
2607,Acer,Intel i7,32,SSD,2048.0,AMD Radeon RX 6600,17.3,3840x2160,10.1,3.14,FreeDOS,3744.19,Luxury
2608,Dell,Intel i3,32,SSD,512.0,Integrated,15.6,1920x1080,9.3,3.26,macOS,1074.69,Mid-End
2609,Dell,AMD Ryzen 3,64,HDD,1024.0,Nvidia GTX 1650,17.3,1920x1080,4.3,1.38,macOS,1689.75,High-End
2610,Acer,AMD Ryzen 9,8,SSD,512.0,Integrated,14.0,2560x1440,8.7,3.25,FreeDOS,1385.51,Mid-End
2611,HP,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 2060,13.3,1920x1080,7.3,1.3,macOS,1165.38,Mid-End
2612,MSI,Intel i3,16,HDD,1024.0,AMD Radeon RX 6600,16.0,1366x768,10.2,2.38,Windows,884.41,Mid-End
2613,Dell,AMD Ryzen 7,4,HDD,1024.0,Integrated,16.0,2560x1440,10.7,3.16,Linux,905.13,Mid-End
2614,Acer,Intel i3,32,HDD,1024.0,AMD Radeon RX 6800,16.0,2560x1440,11.7,1.71,FreeDOS,1648.98,High-End
2615,Razer,AMD Ryzen 9,8,SSD,256.0,AMD Radeon RX 6600,15.6,2560x1440,7.9,1.34,Windows,3181.29,Luxury
2616,Lenovo,Intel i7,4,SSD,2048.0,AMD Radeon RX 6800,17.3,2560x1440,6.1,2.22,Windows,1447.39,Mid-End
2617,Microsoft,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 2060,16.0,1366x768,11.7,2.31,macOS,1075.3,Mid-End
2618,Samsung,Intel i9,16,SSD,512.0,Nvidia RTX 3080,13.3,1366x768,10.0,1.97,Linux,1650.7,High-End
2619,HP,AMD Ryzen 5,4,SSD,1024.0,Nvidia RTX 3080,15.6,1920x1080,6.9,2.38,FreeDOS,1034.71,Mid-End
2620,MSI,Intel i5,4,SSD,2048.0,Nvidia RTX 2060,14.0,1366x768,10.5,2.47,Linux,879.57,Mid-End
2621,Acer,Intel i3,16,SSD,2048.0,Nvidia RTX 2060,16.0,2560x1440,6.0,2.24,macOS,1476.8,Mid-End
2622,Samsung,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6800,16.0,1366x768,10.3,2.54,FreeDOS,1890.25,High-End
2623,Acer,Intel i9,16,SSD,256.0,AMD Radeon RX 6600,16.0,1366x768,8.6,3.43,FreeDOS,1738.92,High-End
2624,Asus,AMD Ryzen 3,8,HDD,1024.0,Nvidia GTX 1650,13.3,3840x2160,5.0,3.37,Linux,1122.58,Mid-End
2625,HP,AMD Ryzen 3,4,HDD,1024.0,Nvidia RTX 2060,17.3,2560x1440,10.5,2.97,macOS,781.46,Low-End
2626,Lenovo,AMD Ryzen 3,64,SSD,512.0,Nvidia RTX 3060,17.3,3840x2160,7.6,1.56,Linux,3754.03,Luxury
2627,Samsung,Intel i3,32,SSD,2048.0,AMD Radeon RX 6800,14.0,3840x2160,11.2,3.21,FreeDOS,2124.34,High-End
2628,MSI,Intel i3,16,HDD,1024.0,Nvidia GTX 1650,13.3,3840x2160,7.2,1.72,Linux,1709.07,High-End
2629,Microsoft,AMD Ryzen 9,4,SSD,2048.0,AMD Radeon RX 6600,14.0,1366x768,8.2,1.85,Windows,1143.2,Mid-End
2630,Razer,AMD Ryzen 9,16,SSD,2048.0,Nvidia RTX 3080,17.3,1366x768,10.1,1.3,Windows,2492.43,High-End
2631,Apple,AMD Ryzen 5,64,SSD,512.0,Nvidia RTX 3080,14.0,1920x1080,5.5,2.59,FreeDOS,3415.68,Luxury
2632,Apple,AMD Ryzen 7,32,SSD,1024.0,AMD Radeon RX 6600,13.3,1920x1080,10.7,1.29,macOS,3101.03,Luxury
2633,Apple,Intel i7,16,SSD,512.0,Nvidia RTX 3080,13.3,3840x2160,11.5,2.85,FreeDOS,3679.66,Luxury
2634,Microsoft,Intel i9,4,SSD,1024.0,Nvidia RTX 3080,16.0,2560x1440,5.5,1.68,Windows,1964.07,High-End
2635,HP,AMD Ryzen 5,32,HDD,1024.0,AMD Radeon RX 6800,13.3,1366x768,10.7,2.2,Windows,1091.05,Mid-End
