Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
Asus,Intel i7,32,SSD,512.0,Nvidia RTX 3060,15.6,1366x768,7.3,1.62,macOS,1906.69,High-End
Acer,AMD Ryzen 5,64,HDD,1024.0,Nvidia RTX 2060,15.6,1366x768,10.8,1.28,FreeDOS,1900.29,High-End
Lenovo,Intel i7,4,HDD,1024.0,Nvidia RTX 3060,13.3,3840x2160,6.8,1.32,Linux,1673.73,High-End
Lenovo,AMD Ryzen 3,8,HDD,1024.0,Nvidia GTX 1650,15.6,2560x1440,6.1,2.97,macOS,927.75,Mid-End
Samsung,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 3080,13.3,1366x768,10.6,1.73,macOS,3334.47,Luxury
MSI,AMD Ryzen 9,32,SSD,512.0,Nvidia GTX 1650,15.6,1920x1080,10.6,3.26,macOS,3728.6,Luxury
Asus,AMD Ryzen 3,4,SSD,1024.0,AMD Radeon RX 6600,14.0,3840x2160,10.9,2.35,FreeDOS,1247.93,Mid-End
Razer,AMD Ryzen 5,16,SSD,2048.0,Integrated,14.0,1920x1080,9.6,2.14,Windows,1016.78,Mid-End
HP,AMD Ryzen 9,4,SSD,512.0,Integrated,14.0,2560x1440,9.7,1.81,macOS,1159.39,Mid-End
Samsung,Intel i3,8,SSD,1024.0,AMD Radeon RX 6800,13.3,1366x768,11.7,2.04,Windows,664.87,Low-End
Razer,Intel i9,8,SSD,2048.0,AMD Radeon RX 6600,13.3,1920x1080,5.1,1.55,Linux,2217.11,High-End
MSI,Intel i3,4,SSD,2048.0,Integrated,17.3,2560x1440,7.9,1.54,macOS,802.06,Mid-End
Microsoft,AMD Ryzen 3,32,SSD,2048.0,Integrated,14.0,1366x768,4.7,2.61,Linux,634.66,Low-End
HP,Intel i5,4,SSD,512.0,Nvidia RTX 3080,13.3,1920x1080,10.2,1.95,Linux,934.55,Mid-End
Asus,Intel i9,32,SSD,2048.0,Nvidia RTX 3080,17.3,1920x1080,5.7,2.15,Linux,2789.49,High-End
Microsoft,AMD Ryzen 5,16,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,10.0,3.39,macOS,1564.41,High-End
Samsung,AMD Ryzen 3,64,HDD,1024.0,AMD Radeon RX 6600,14.0,2560x1440,10.6,3.25,FreeDOS,2199.82,High-End
Acer,AMD Ryzen 5,4,SSD,256.0,Nvidia RTX 2060,13.3,3840x2160,8.9,2.08,macOS,1597.14,High-End
HP,Intel i9,32,SSD,2048.0,Nvidia RTX 3060,14.0,2560x1440,11.7,1.39,FreeDOS,3361.23,Luxury
Razer,AMD Ryzen 7,8,HDD,1024.0,Nvidia RTX 3080,17.3,1366x768,7.4,1.73,Windows,1354.62,Mid-End
Razer,AMD Ryzen 9,16,SSD,2048.0,AMD Radeon RX 6600,13.3,1366x768,11.8,3.42,macOS,2198.23,High-End
Dell,AMD Ryzen 7,32,SSD,256.0,Nvidia RTX 2060,17.3,2560x1440,10.9,1.61,FreeDOS,2629.05,High-End
Microsoft,AMD Ryzen 9,16,SSD,512.0,Nvidia RTX 2060,13.3,2560x1440,10.3,2.28,macOS,2378.53,High-End
Dell,Intel i9,4,SSD,2048.0,Nvidia RTX 3080,15.6,1366x768,10.0,1.52,FreeDOS,1513.35,High-End
Razer,AMD Ryzen 9,4,SSD,512.0,Nvidia RTX 3080,14.0,1366x768,11.6,2.49,FreeDOS,1686.48,High-End
Lenovo,AMD Ryzen 9,64,SSD,2048.0,AMD Radeon RX 6600,14.0,3840x2160,11.6,2.15,Windows,6622.67,Luxury
HP,AMD Ryzen 9,4,SSD,256.0,Nvidia RTX 3060,16.0,1366x768,8.0,2.8,FreeDOS,1257.71,Mid-End
Asus,Intel i3,64,SSD,512.0,AMD Radeon RX 6600,17.3,1920x1080,9.3,2.16,Windows,2125.33,High-End
Lenovo,Intel i7,64,SSD,512.0,Nvidia RTX 2060,17.3,2560x1440,10.3,1.83,FreeDOS,4112.19,Luxury
Dell,AMD Ryzen 3,64,SSD,512.0,Nvidia RTX 3060,14.0,2560x1440,6.5,2.34,FreeDOS,2395.34,High-End
Lenovo,AMD Ryzen 9,4,SSD,256.0,Nvidia RTX 3080,16.0,3840x2160,10.4,1.45,macOS,2867.36,High-End
Microsoft,Intel i9,64,SSD,1024.0,AMD Radeon RX 6800,14.0,1920x1080,9.9,1.55,Windows,3953.82,Luxury
Samsung,AMD Ryzen 9,4,SSD,512.0,Integrated,16.0,2560x1440,8.8,3.0,macOS,1360.35,Mid-End
MSI,Intel i9,8,SSD,2048.0,Nvidia RTX 2060,17.3,3840x2160,4.9,2.87,Windows,4047.62,Luxury
Dell,AMD Ryzen 7,4,SSD,512.0,Nvidia RTX 2060,16.0,1920x1080,8.8,2.58,Windows,1198.18,Mid-End
Dell,AMD Ryzen 7,16,HDD,1024.0,Nvidia RTX 3060,14.0,3840x2160,5.1,1.98,Linux,2088.15,High-End
Acer,AMD Ryzen 3,64,SSD,256.0,Nvidia GTX 1650,13.3,2560x1440,9.7,2.16,Windows,2420.98,High-End
Asus,Intel i9,8,SSD,256.0,Nvidia RTX 2060,17.3,1920x1080,8.1,3.32,macOS,1942.28,High-End
Lenovo,AMD Ryzen 7,16,SSD,512.0,Nvidia RTX 3060,17.3,3840x2160,7.0,2.93,FreeDOS,2573.94,High-End
Razer,Intel i5,4,SSD,256.0,Integrated,13.3,1920x1080,10.5,1.43,Linux,922.42,Mid-End
Razer,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 2060,16.0,1920x1080,11.8,3.46,Linux,2499.52,High-End
Acer,Intel i9,32,SSD,2048.0,Nvidia GTX 1650,13.3,2560x1440,6.1,2.46,Linux,3276.19,Luxury
Microsoft,Intel i7,64,SSD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,8.4,1.64,FreeDOS,5283.48,Luxury
Lenovo,Intel i3,32,SSD,2048.0,Nvidia GTX 1650,14.0,3840x2160,11.9,2.46,Windows,2143.2,High-End
Microsoft,AMD Ryzen 3,64,SSD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,4.8,2.95,FreeDOS,1892.48,High-End
Asus,AMD Ryzen 5,64,SSD,256.0,Integrated,14.0,1920x1080,7.3,2.63,FreeDOS,1743.69,High-End
Asus,Intel i9,64,SSD,256.0,Nvidia RTX 3080,17.3,1366x768,5.8,1.32,FreeDOS,3728.84,Luxury
Dell,AMD Ryzen 5,64,SSD,256.0,Nvidia RTX 2060,14.0,2560x1440,6.2,3.12,Windows,3009.83,Luxury
Dell,Intel i5,4,SSD,1024.0,AMD Radeon RX 6800,17.3,1366x768,6.2,2.43,FreeDOS,702.67,Low-End
HP,AMD Ryzen 9,16,SSD,256.0,Integrated,13.3,1920x1080,8.4,2.9,Windows,1360.76,Mid-End
Razer,AMD Ryzen 5,16,SSD,2048.0,AMD Radeon RX 6800,17.3,2560x1440,6.5,2.23,Linux,2260.6,High-End
Lenovo,AMD Ryzen 9,32,HDD,1024.0,Nvidia RTX 2060,16.0,1920x1080,10.0,2.96,Linux,2449.5,High-End
Lenovo,Intel i9,32,SSD,256.0,Nvidia GTX 1650,14.0,3840x2160,10.3,3.11,FreeDOS,4466.93,Luxury
Lenovo,AMD Ryzen 3,16,SSD,512.0,AMD Radeon RX 6600,15.6,1366x768,7.8,1.79,Linux,1012.6,Mid-End
Lenovo,Intel i9,32,SSD,512.0,Nvidia RTX 2060,14.0,1366x768,10.5,3.04,macOS,2151.65,High-End
Lenovo,Intel i3,4,SSD,256.0,AMD Radeon RX 6800,15.6,1920x1080,8.6,1.56,Linux,986.62,Mid-End
Dell,Intel i3,32,SSD,2048.0,Nvidia RTX 3080,15.6,2560x1440,9.9,2.19,macOS,1828.37,High-End
MSI,Intel i9,32,SSD,1024.0,AMD Radeon RX 6800,16.0,2560x1440,6.8,3.46,Windows,4546.57,Luxury
MSI,AMD Ryzen 3,8,SSD,512.0,AMD Radeon RX 6600,14.0,3840x2160,6.3,3.12,macOS,1662.14,High-End
Lenovo,Intel i5,16,HDD,1024.0,Integrated,15.6,3840x2160,12.0,3.33,FreeDOS,1331.44,Mid-End
Samsung,AMD Ryzen 3,32,SSD,2048.0,Integrated,15.6,1920x1080,10.7,2.96,Windows,887.67,Mid-End
MSI,AMD Ryzen 3,8,SSD,512.0,Nvidia GTX 1650,13.3,1920x1080,7.2,2.04,FreeDOS,1148.43,Mid-End
Dell,Intel i5,32,SSD,256.0,Nvidia RTX 2060,13.3,3840x2160,7.4,2.92,Linux,2499.5,High-End
HP,AMD Ryzen 9,8,SSD,256.0,AMD Radeon RX 6800,14.0,3840x2160,8.0,2.46,Linux,2727.06,High-End
Apple,AMD Ryzen 7,4,SSD,256.0,Nvidia RTX 2060,17.3,3840x2160,9.4,2.85,macOS,2987.6,High-End
Acer,Intel i5,32,HDD,1024.0,Nvidia RTX 2060,16.0,2560x1440,7.1,2.76,Linux,1696.23,High-End
Razer,AMD Ryzen 7,4,HDD,1024.0,Nvidia GTX 1650,14.0,2560x1440,9.7,2.83,FreeDOS,1731.38,High-End
MSI,Intel i9,32,HDD,1024.0,AMD Radeon RX 6600,15.6,2560x1440,10.7,3.06,Windows,3801.46,Luxury
Microsoft,Intel i7,16,SSD,1024.0,Nvidia RTX 2060,14.0,1920x1080,10.8,1.23,FreeDOS,1633.54,High-End
Apple,AMD Ryzen 3,64,SSD,256.0,Nvidia RTX 3080,13.3,1366x768,7.2,2.86,Linux,2366.26,High-End
Acer,Intel i3,64,SSD,256.0,Nvidia RTX 2060,15.6,1366x768,10.6,3.02,Linux,1702.56,High-End
Acer,AMD Ryzen 5,8,SSD,2048.0,Nvidia GTX 1650,15.6,1366x768,7.9,3.17,macOS,809.82,Mid-End
Lenovo,Intel i9,8,SSD,512.0,Nvidia RTX 2060,15.6,1920x1080,8.0,2.07,Windows,1862.26,High-End
Asus,Intel i9,16,SSD,1024.0,Nvidia GTX 1650,16.0,2560x1440,5.7,1.35,Windows,2604.03,High-End
HP,AMD Ryzen 3,64,SSD,512.0,AMD Radeon RX 6600,15.6,1920x1080,6.5,2.68,Linux,2127.83,High-End
Acer,AMD Ryzen 3,64,SSD,1024.0,AMD Radeon RX 6800,13.3,1366x768,5.9,2.8,Linux,1816.86,High-End
Microsoft,Intel i3,16,SSD,1024.0,Integrated,13.3,1920x1080,6.1,2.19,Windows,573.15,Low-End
Razer,Intel i5,16,SSD,512.0,AMD Radeon RX 6800,17.3,1366x768,10.6,2.1,Linux,1408.88,Mid-End
MSI,Intel i3,8,SSD,512.0,AMD Radeon RX 6600,13.3,1366x768,9.4,1.3,Linux,988.44,Mid-End
Razer,AMD Ryzen 7,32,SSD,1024.0,AMD Radeon RX 6800,17.3,1366x768,6.2,2.19,FreeDOS,2409.37,High-End
MSI,Intel i7,32,SSD,2048.0,AMD Radeon RX 6800,16.0,3840x2160,5.3,1.99,FreeDOS,4638.29,Luxury
Lenovo,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 2060,16.0,1366x768,10.4,2.31,macOS,2560.02,High-End
Asus,Intel i7,8,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,7.8,2.63,macOS,1372.86,Mid-End
Dell,AMD Ryzen 7,8,SSD,2048.0,Nvidia RTX 3060,13.3,1366x768,7.3,3.48,macOS,982.54,Mid-End
Microsoft,AMD Ryzen 9,16,HDD,1024.0,AMD Radeon RX 6600,17.3,1366x768,11.9,2.11,FreeDOS,1388.2,Mid-End
Samsung,Intel i3,4,SSD,256.0,AMD Radeon RX 6800,13.3,3840x2160,4.7,1.78,FreeDOS,1131.32,Mid-End
Asus,Intel i3,16,SSD,256.0,AMD Radeon RX 6600,13.3,1366x768,8.0,2.15,Linux,922.24,Mid-End
Razer,AMD Ryzen 7,32,SSD,2048.0,Nvidia GTX 1650,14.0,3840x2160,10.0,3.12,macOS,4445.51,Luxury
Microsoft,Intel i5,8,SSD,256.0,Nvidia RTX 3060,13.3,2560x1440,9.5,2.87,macOS,1144.23,Mid-End
Samsung,Intel i7,4,SSD,2048.0,Nvidia RTX 2060,13.3,3840x2160,8.2,1.65,Windows,1908.87,High-End
Samsung,Intel i9,16,HDD,1024.0,Nvidia GTX 1650,14.0,3840x2160,4.3,1.36,macOS,2675.48,High-End
Dell,Intel i7,8,SSD,512.0,AMD Radeon RX 6800,14.0,3840x2160,6.9,3.23,Linux,2051.51,High-End
Apple,AMD Ryzen 9,32,SSD,1024.0,Nvidia GTX 1650,16.0,2560x1440,8.2,3.32,Linux,5301.22,Luxury
Apple,AMD Ryzen 3,8,SSD,1024.0,Nvidia GTX 1650,17.3,1920x1080,10.1,3.0,Windows,1526.12,High-End
Razer,AMD Ryzen 7,8,HDD,1024.0,AMD Radeon RX 6600,15.6,1920x1080,4.2,3.49,Windows,1619.06,High-End
Samsung,Intel i3,16,SSD,2048.0,AMD Radeon RX 6600,13.3,3840x2160,8.7,1.44,macOS,1610.33,High-End
Razer,AMD Ryzen 3,16,SSD,512.0,Nvidia GTX 1650,13.3,1920x1080,6.3,2.18,Windows,1282.47,Mid-End
HP,Intel i3,8,HDD,1024.0,Integrated,15.6,1920x1080,5.1,1.66,macOS,581.11,Low-End
HP,Intel i7,32,HDD,1024.0,Nvidia RTX 3080,14.0,1920x1080,9.9,3.07,Windows,1570.99,High-End
Razer,Intel i7,32,SSD,256.0,Integrated,16.0,2560x1440,11.8,2.79,macOS,2599.68,High-End
Dell,Intel i9,32,SSD,1024.0,Nvidia RTX 2060,15.6,3840x2160,9.0,2.74,macOS,4753.57,Luxury
MSI,Intel i7,16,SSD,256.0,AMD Radeon RX 6800,16.0,1920x1080,11.6,2.2,FreeDOS,2130.15,High-End
Acer,AMD Ryzen 5,32,SSD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,6.2,1.75,Windows,2856.92,High-End
Acer,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 3060,13.3,1366x768,6.9,2.22,Windows,1220.42,Mid-End
Apple,Intel i9,4,SSD,2048.0,AMD Radeon RX 6600,16.0,1366x768,9.7,1.21,macOS,2116.18,High-End
HP,Intel i3,32,SSD,512.0,AMD Radeon RX 6800,14.0,1366x768,10.6,2.03,FreeDOS,1207.77,Mid-End
Samsung,Intel i9,64,SSD,256.0,Nvidia GTX 1650,14.0,3840x2160,7.6,2.12,FreeDOS,6499.67,Luxury
Samsung,Intel i5,16,SSD,1024.0,Nvidia RTX 3060,14.0,1366x768,11.3,1.88,macOS,1100.65,Mid-End
Dell,Intel i9,8,SSD,256.0,Nvidia RTX 3080,16.0,3840x2160,11.3,2.97,Windows,3040.78,Luxury
MSI,Intel i5,8,SSD,2048.0,Nvidia GTX 1650,13.3,1920x1080,8.2,2.13,Linux,1380.63,Mid-End
Lenovo,Intel i5,4,SSD,1024.0,Nvidia RTX 2060,14.0,2560x1440,4.7,2.13,FreeDOS,1165.37,Mid-End
Microsoft,Intel i9,8,HDD,1024.0,Nvidia RTX 3080,14.0,2560x1440,4.0,2.31,Windows,1590.63,High-End
Razer,Intel i9,16,HDD,1024.0,AMD Radeon RX 6600,14.0,3840x2160,7.6,2.23,Linux,3686.8,Luxury
Microsoft,AMD Ryzen 9,64,SSD,256.0,Nvidia RTX 2060,15.6,2560x1440,7.4,3.27,macOS,5503.95,Luxury
MSI,AMD Ryzen 3,16,SSD,2048.0,Nvidia GTX 1650,14.0,1366x768,4.1,1.33,FreeDOS,1113.05,Mid-End
Apple,AMD Ryzen 7,4,SSD,256.0,Nvidia RTX 2060,13.3,1920x1080,5.1,1.48,Linux,1626.54,High-End
Asus,AMD Ryzen 5,4,SSD,2048.0,AMD Radeon RX 6600,17.3,1920x1080,9.9,3.25,Windows,1111.18,Mid-End
Samsung,AMD Ryzen 5,8,SSD,2048.0,AMD Radeon RX 6800,13.3,3840x2160,4.8,1.49,Windows,1684.91,High-End
Asus,AMD Ryzen 7,32,SSD,512.0,Nvidia GTX 1650,15.6,2560x1440,4.1,2.89,FreeDOS,2587.8,High-End
MSI,AMD Ryzen 7,4,HDD,1024.0,Nvidia GTX 1650,17.3,3840x2160,10.0,3.02,Linux,2289.78,High-End
HP,Intel i9,64,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,4.2,2.55,Windows,4504.45,Luxury
Razer,Intel i9,32,HDD,1024.0,AMD Radeon RX 6800,15.6,3840x2160,5.7,1.31,Linux,5637.55,Luxury
HP,AMD Ryzen 3,32,SSD,2048.0,AMD Radeon RX 6800,15.6,3840x2160,6.8,1.41,FreeDOS,2360.34,High-End
Razer,AMD Ryzen 7,4,SSD,256.0,Integrated,15.6,3840x2160,5.4,1.74,macOS,1925.36,High-End
Apple,Intel i5,8,SSD,512.0,AMD Radeon RX 6600,17.3,2560x1440,10.7,2.23,macOS,2097.12,High-End
HP,AMD Ryzen 9,8,SSD,2048.0,AMD Radeon RX 6800,17.3,2560x1440,6.7,1.22,Linux,2271.02,High-End
MSI,Intel i9,16,SSD,256.0,Nvidia RTX 2060,13.3,1366x768,8.9,1.4,FreeDOS,2098.84,High-End
Dell,AMD Ryzen 7,32,SSD,256.0,Nvidia GTX 1650,16.0,2560x1440,5.8,2.91,FreeDOS,2734.17,High-End
HP,AMD Ryzen 7,8,SSD,2048.0,Integrated,15.6,1366x768,8.1,2.54,FreeDOS,654.66,Low-End
Lenovo,Intel i3,16,HDD,1024.0,AMD Radeon RX 6600,13.3,3840x2160,8.8,3.36,Windows,1370.21,Mid-End
Microsoft,AMD Ryzen 9,64,SSD,2048.0,AMD Radeon RX 6600,14.0,1920x1080,11.7,2.1,Windows,4012.72,Luxury
Apple,Intel i3,16,SSD,256.0,Nvidia RTX 2060,14.0,1920x1080,5.4,1.85,FreeDOS,1487.16,Mid-End
Lenovo,Intel i3,8,SSD,256.0,AMD Radeon RX 6800,13.3,3840x2160,6.4,2.2,macOS,1409.33,Mid-End
Dell,AMD Ryzen 5,64,SSD,2048.0,Nvidia GTX 1650,16.0,3840x2160,7.0,2.75,Windows,4330.32,Luxury
Razer,Intel i5,64,SSD,512.0,Nvidia GTX 1650,14.0,1366x768,7.7,1.85,Linux,2846.14,High-End
Dell,Intel i5,16,HDD,1024.0,Nvidia RTX 2060,17.3,1366x768,9.4,3.3,Windows,1067.36,Mid-End
Dell,AMD Ryzen 7,16,SSD,1024.0,Nvidia GTX 1650,13.3,3840x2160,11.3,1.67,macOS,2382.64,High-End
Asus,AMD Ryzen 7,16,HDD,1024.0,Nvidia RTX 2060,15.6,3840x2160,9.8,2.38,Linux,2246.1,High-End
MSI,AMD Ryzen 5,4,SSD,256.0,AMD Radeon RX 6800,14.0,1366x768,6.1,3.01,Linux,1074.73,Mid-End
Dell,AMD Ryzen 9,64,HDD,1024.0,Nvidia RTX 2060,14.0,1920x1080,6.9,1.49,macOS,3342.11,Luxury
Asus,AMD Ryzen 5,4,SSD,512.0,AMD Radeon RX 6800,16.0,2560x1440,9.7,2.54,FreeDOS,1390.74,Mid-End
Microsoft,Intel i5,64,SSD,256.0,AMD Radeon RX 6600,17.3,1366x768,10.7,3.25,FreeDOS,2338.25,High-End
Microsoft,Intel i9,8,SSD,512.0,Integrated,13.3,2560x1440,10.9,2.7,FreeDOS,1397.34,Mid-End
Lenovo,AMD Ryzen 9,16,HDD,1024.0,Nvidia RTX 3060,13.3,2560x1440,5.1,2.64,Linux,2049.07,High-End
Dell,AMD Ryzen 7,16,HDD,1024.0,AMD Radeon RX 6600,16.0,1920x1080,5.9,3.2,Linux,1501.81,High-End
Asus,AMD Ryzen 3,16,SSD,2048.0,Integrated,17.3,3840x2160,10.8,1.62,Windows,1126.53,Mid-End
Microsoft,AMD Ryzen 3,32,SSD,512.0,Nvidia RTX 2060,16.0,1920x1080,10.4,1.22,macOS,1567.91,High-End
MSI,Intel i7,64,SSD,1024.0,Nvidia GTX 1650,17.3,1366x768,5.4,2.77,FreeDOS,3499.99,Luxury
Dell,AMD Ryzen 7,8,SSD,2048.0,AMD Radeon RX 6800,13.3,2560x1440,9.1,2.44,Windows,1564.86,High-End
Microsoft,Intel i3,32,HDD,1024.0,AMD Radeon RX 6800,17.3,2560x1440,6.9,1.32,macOS,1487.63,Mid-End
Lenovo,AMD Ryzen 9,16,SSD,1024.0,Nvidia RTX 3060,13.3,2560x1440,9.2,2.32,Windows,2356.62,High-End
Samsung,Intel i5,4,SSD,512.0,Nvidia RTX 2060,15.6,2560x1440,8.8,1.48,Windows,1282.62,Mid-End
Microsoft,Intel i7,32,HDD,1024.0,Nvidia RTX 3080,13.3,1920x1080,6.5,2.9,Windows,1543.55,High-End
MSI,AMD Ryzen 7,8,SSD,2048.0,Nvidia GTX 1650,15.6,2560x1440,5.3,1.7,Linux,2106.53,High-End
Apple,Intel i3,8,SSD,512.0,Nvidia RTX 3080,17.3,1920x1080,6.5,1.99,FreeDOS,1394.65,Mid-End
Lenovo,AMD Ryzen 7,8,SSD,512.0,Integrated,13.3,2560x1440,6.8,3.05,FreeDOS,1127.14,Mid-End
HP,Intel i9,32,SSD,512.0,AMD Radeon RX 6600,14.0,2560x1440,8.7,1.5,Linux,3186.51,Luxury
HP,AMD Ryzen 3,4,HDD,1024.0,Nvidia RTX 3080,15.6,1366x768,7.5,2.2,Linux,518.11,Low-End
Asus,Intel i3,8,SSD,512.0,Nvidia RTX 2060,17.3,3840x2160,5.0,1.38,Windows,1464.19,Mid-End
Razer,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 3080,15.6,1366x768,4.4,1.52,Linux,3451.69,Luxury
Apple,Intel i7,16,SSD,1024.0,AMD Radeon RX 6600,13.3,3840x2160,11.0,3.43,Linux,3693.77,Luxury
Samsung,Intel i5,16,SSD,256.0,Nvidia RTX 2060,15.6,3840x2160,7.6,1.72,FreeDOS,2041.25,High-End
Lenovo,Intel i3,4,HDD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,10.8,2.22,Linux,1272.24,Mid-End
Razer,Intel i3,64,SSD,256.0,AMD Radeon RX 6600,16.0,1366x768,9.5,2.16,FreeDOS,2503.83,High-End
Dell,Intel i3,4,SSD,512.0,Integrated,13.3,1366x768,9.9,2.46,Linux,462.19,Low-End
Lenovo,Intel i7,4,SSD,512.0,Nvidia RTX 3080,17.3,1366x768,5.3,2.91,Windows,977.17,Mid-End
Asus,AMD Ryzen 7,4,SSD,512.0,Nvidia GTX 1650,14.0,1920x1080,8.9,1.5,macOS,1240.41,Mid-End
Dell,AMD Ryzen 9,4,SSD,2048.0,Nvidia RTX 3080,15.6,1366x768,9.6,1.28,FreeDOS,1390.99,Mid-End
HP,AMD Ryzen 3,8,HDD,1024.0,Nvidia RTX 2060,16.0,3840x2160,4.7,2.69,Windows,1253.89,Mid-End
Razer,AMD Ryzen 7,8,SSD,256.0,Nvidia RTX 2060,16.0,3840x2160,10.8,1.4,Linux,3265.88,Luxury
Microsoft,AMD Ryzen 3,64,SSD,512.0,Nvidia RTX 3080,16.0,2560x1440,10.4,2.55,FreeDOS,2662.01,High-End
Asus,Intel i5,8,SSD,2048.0,Integrated,14.0,1366x768,9.1,1.99,macOS,735.0,Low-End
Lenovo,AMD Ryzen 7,16,SSD,1024.0,Integrated,14.0,2560x1440,6.1,2.29,FreeDOS,1369.38,Mid-End
Lenovo,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 2060,14.0,3840x2160,7.4,2.1,macOS,1561.91,High-End
Razer,AMD Ryzen 7,8,SSD,2048.0,Nvidia GTX 1650,13.3,2560x1440,11.0,2.58,Linux,2324.67,High-End
Razer,Intel i9,64,SSD,1024.0,Nvidia GTX 1650,13.3,1920x1080,11.8,1.58,Linux,5629.66,Luxury
HP,Intel i5,8,SSD,2048.0,Nvidia RTX 3060,14.0,3840x2160,7.6,2.55,FreeDOS,1605.89,High-End
Dell,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 2060,15.6,2560x1440,4.9,3.09,Windows,5510.73,Luxury
Razer,Intel i5,8,SSD,2048.0,Nvidia RTX 2060,14.0,1920x1080,9.9,2.83,FreeDOS,1424.69,Mid-End
Lenovo,AMD Ryzen 9,64,SSD,2048.0,Integrated,17.3,2560x1440,8.4,2.33,FreeDOS,3517.57,Luxury
Lenovo,Intel i3,4,HDD,1024.0,AMD Radeon RX 6600,13.3,2560x1440,10.9,2.25,Windows,674.83,Low-End
MSI,Intel i3,64,SSD,1024.0,AMD Radeon RX 6600,13.3,1366x768,6.4,2.01,Windows,2202.11,High-End
Razer,AMD Ryzen 5,8,HDD,1024.0,AMD Radeon RX 6600,14.0,3840x2160,9.3,2.95,FreeDOS,2063.44,High-End
MSI,Intel i7,16,SSD,2048.0,Nvidia RTX 2060,13.3,3840x2160,9.2,2.5,Linux,3173.07,Luxury
Microsoft,AMD Ryzen 7,8,SSD,1024.0,Integrated,15.6,1920x1080,8.0,2.48,Windows,838.06,Mid-End
Samsung,Intel i7,16,SSD,256.0,Nvidia RTX 3060,15.6,1920x1080,4.6,1.48,Windows,1580.08,High-End
Asus,AMD Ryzen 9,8,HDD,1024.0,AMD Radeon RX 6600,13.3,1366x768,11.7,2.13,macOS,1217.96,Mid-End
Acer,AMD Ryzen 7,16,SSD,1024.0,Nvidia RTX 3080,16.0,1920x1080,6.4,1.43,macOS,1763.68,High-End
Dell,AMD Ryzen 5,32,HDD,1024.0,Integrated,16.0,3840x2160,8.8,1.24,FreeDOS,1765.61,High-End
Asus,AMD Ryzen 3,8,SSD,2048.0,Nvidia RTX 2060,17.3,1920x1080,7.5,3.44,FreeDOS,1076.5,Mid-End
Lenovo,Intel i7,4,SSD,512.0,AMD Radeon RX 6800,13.3,1920x1080,6.8,2.13,macOS,1029.49,Mid-End
Dell,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 3060,14.0,1366x768,9.6,2.95,Windows,3257.35,Luxury
Dell,AMD Ryzen 7,8,SSD,256.0,AMD Radeon RX 6600,13.3,1366x768,6.0,2.17,Linux,1117.77,Mid-End
Lenovo,AMD Ryzen 5,4,SSD,1024.0,Nvidia RTX 3080,16.0,1366x768,6.4,1.9,macOS,771.52,Low-End
Razer,AMD Ryzen 5,32,SSD,1024.0,Nvidia RTX 2060,14.0,1366x768,11.0,3.2,FreeDOS,1885.31,High-End
Asus,Intel i9,16,SSD,512.0,Integrated,16.0,3840x2160,5.5,1.8,macOS,2392.11,High-End
Asus,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 3080,16.0,3840x2160,10.6,2.19,FreeDOS,1957.04,High-End
Microsoft,AMD Ryzen 9,32,SSD,512.0,Integrated,16.0,2560x1440,7.5,1.33,macOS,2565.27,High-End
Samsung,AMD Ryzen 5,4,SSD,1024.0,Nvidia RTX 3080,17.3,3840x2160,5.6,3.37,FreeDOS,1615.11,High-End
Samsung,AMD Ryzen 3,16,SSD,1024.0,Nvidia RTX 2060,17.3,1920x1080,11.6,1.26,FreeDOS,1249.9,Mid-End
Microsoft,AMD Ryzen 9,32,SSD,512.0,Nvidia RTX 3060,13.3,3840x2160,5.7,1.34,Windows,4225.49,Luxury
Samsung,AMD Ryzen 7,16,SSD,256.0,Nvidia RTX 3080,15.6,1920x1080,10.9,1.4,Windows,1694.14,High-End
Apple,AMD Ryzen 9,32,SSD,256.0,AMD Radeon RX 6600,13.3,3840x2160,8.8,2.22,FreeDOS,6654.65,Luxury
MSI,Intel i5,64,SSD,1024.0,Nvidia GTX 1650,13.3,3840x2160,10.1,1.65,Linux,5005.15,Luxury
Lenovo,AMD Ryzen 3,4,SSD,256.0,Nvidia GTX 1650,14.0,2560x1440,10.1,1.78,Linux,1075.93,Mid-End
Apple,Intel i5,64,SSD,512.0,Nvidia RTX 3060,14.0,2560x1440,6.5,1.37,Windows,4571.21,Luxury
